date,气压(Pa）,温度（K）,100m风速（100m/s）,10米风速（10m/s）
2022/5/11 20:15,100648.8034,293.3513,5.3824,3.9881
2022/5/11 20:30,100655.4492,293.3668,5.3673,3.9866
2022/5/11 20:45,100661.4992,293.3806,5.3164,3.9677
2022/5/11 21:00,100666.7813,293.3872,5.2996,3.9782
2022/5/11 21:15,100671.0858,293.3835,5.3651,4.0496
2022/5/11 21:30,100674.0557,293.3758,5.474,4.1429
2022/5/11 21:45,100675.2965,293.3726,5.5659,4.2013
2022/5/11 22:00,100674.4141,293.3825,5.5802,4.1669
2022/5/11 22:15,100671.5477,293.4086,5.488,4.0163
2022/5/11 22:30,100668.9716,293.4321,5.3821,3.8591
2022/5/11 22:45,100669.4937,293.4288,5.3812,3.8249
2022/5/11 23:00,100675.9219,293.3745,5.596,4.0329
2022/5/11 23:15,100689.7453,293.2547,6.0848,4.5634
2022/5/11 23:30,100707.1789,293.0937,6.722,5.2974
2022/5/11 23:45,100723.1187,292.9255,7.3399,6.044
2022/5/12 0:00,100732.4609,292.7839,7.7716,6.5943
2022/5/12 0:15,100731.4956,292.6948,7.9024,6.7957
2022/5/12 0:30,100722.0881,292.6515,7.8256,6.7405
2022/5/12 0:45,100707.4979,292.6392,7.6843,6.5828
2022/5/12 1:00,100690.9844,292.6429,7.6183,6.4728
2022/5/12 1:15,100675.3401,292.6506,7.7268,6.5177
2022/5/12 1:30,100661.491,292.6611,7.9537,6.6733
2022/5/12 1:45,100649.8964,292.676,8.2046,6.8587
2022/5/12 2:00,100641.0156,292.6968,8.3836,6.9919
2022/5/12 2:15,100635.092,292.7242,8.4185,7.0105
2022/5/12 2:30,100631.5054,292.7545,8.336,6.9365
2022/5/12 2:45,100629.42,292.7832,8.1881,6.8132
2022/5/12 3:00,100628,292.8056,8.0267,6.6839
2022/5/12 3:15,100626.6483,292.818,7.8912,6.581
2022/5/12 3:30,100625.7237,292.8205,7.774,6.4973
2022/5/12 3:45,100625.824,292.814,7.6556,6.4158
2022/5/12 4:00,100627.5469,292.7994,7.5165,6.3193
2022/5/12 4:15,100631.329,292.7782,7.3467,6.1979
2022/5/12 4:30,100636.963,292.7536,7.1737,6.0709
2022/5/12 4:45,100644.0803,292.7295,7.0344,5.9647
2022/5/12 5:00,100652.3125,292.7097,6.9656,5.9058
2022/5/12 5:15,100661.2042,292.697,6.9928,5.9124
2022/5/12 5:30,100669.9518,292.6913,7.0958,5.9693
2022/5/12 5:45,100677.6649,292.6914,7.243,6.053
2022/5/12 6:00,100683.4531,292.696,7.4029,6.1402
2022/5/12 6:15,100686.8226,292.7043,7.5481,6.2125
2022/5/12 6:30,100688.8666,292.7155,7.6663,6.2708
2022/5/12 6:45,100691.075,292.7293,7.7489,6.3213
2022/5/12 7:00,100694.9375,292.7451,7.7871,6.3697
2022/5/12 7:15,100701.459,292.7621,7.7772,6.4195
2022/5/12 7:30,100709.7038,292.7771,7.7364,6.4659
2022/5/12 7:45,100718.2509,292.7869,7.6872,6.502
2022/5/12 8:00,100725.6797,292.7877,7.6519,6.5208
2022/5/12 8:15,100730.9318,292.7777,7.6472,6.5183
2022/5/12 8:30,100734.3994,292.7607,7.6657,6.5017
2022/5/12 8:45,100736.8372,292.7418,7.6943,6.4812
2022/5/12 9:00,100739,292.7264,7.7196,6.4668
2022/5/12 9:15,100741.2714,292.7184,7.7318,6.4656
2022/5/12 9:30,100742.5512,292.7157,7.7329,6.4727
2022/5/12 9:45,100741.3678,292.7151,7.7276,6.4797
2022/5/12 10:00,100736.25,292.7131,7.7204,6.4784
2022/5/12 10:15,100726.3336,292.7072,7.7113,6.4601
2022/5/12 10:30,100713.184,292.698,7.6808,6.415
2022/5/12 10:45,100698.9736,292.6871,7.6042,6.3328
2022/5/12 11:00,100685.875,292.6759,7.4565,6.203
2022/5/12 11:15,100675.4225,292.6655,7.2312,6.0284
2022/5/12 11:30,100666.5968,292.6556,6.9954,5.8635
2022/5/12 11:45,100657.7403,292.6454,6.8329,5.7741
2022/5/12 12:00,100647.1953,292.6343,6.8265,5.826
2022/5/12 12:15,100633.6586,292.6214,7.0287,6.0588
2022/5/12 12:30,100617.2443,292.606,7.3616,6.3972
2022/5/12 12:45,100598.4207,292.5871,7.707,6.7302
2022/5/12 13:00,100577.6563,292.5637,7.9404,6.9405
2022/5/12 13:15,100555.6658,292.5368,7.97,6.9446
2022/5/12 13:30,100534.1497,292.5143,7.8423,6.794
2022/5/12 13:45,100515.0549,292.5058,7.6387,6.5743
2022/5/12 14:00,100500.3281,292.521,7.4365,6.3662
2022/5/12 14:15,100491.1921,292.565,7.2889,6.224
2022/5/12 14:30,100485.9724,292.6241,7.1776,6.1256
2022/5/12 14:45,100482.2704,292.6801,7.0683,6.0322
2022/5/12 15:00,100477.6875,292.7148,6.9278,5.9068
2022/5/12 15:15,100470.3158,292.7153,6.7383,5.7277
2022/5/12 15:30,100460.2107,292.6898,6.5394,5.5311
2022/5/12 15:45,100447.9181,292.6521,6.3858,5.3681
2022/5/12 16:00,100433.9844,292.6157,6.3332,5.2905
2022/5/12 16:15,100419.157,292.5916,6.4175,5.333
2022/5/12 16:30,100404.9897,292.5795,6.5931,5.4583
2022/5/12 16:45,100393.2377,292.5765,6.7924,5.6099
2022/5/12 17:00,100385.6563,292.5796,6.9468,5.7307
2022/5/12 17:15,100383.3988,292.5861,7.006,5.7782
2022/5/12 17:30,100385.2115,292.5946,6.9957,5.7725
2022/5/12 17:45,100389.2388,292.6042,6.961,5.7495
2022/5/12 18:00,100393.625,292.6138,6.9464,5.7449
2022/5/12 18:15,100396.921,292.6231,6.9819,5.7823
2022/5/12 18:30,100399.3039,292.6347,7.0394,5.8373
2022/5/12 18:45,100401.357,292.6522,7.0765,5.8738
2022/5/12 19:00,100403.6641,292.6787,7.0521,5.8572
2022/5/12 19:15,100406.7844,292.7161,6.9461,5.7702
2022/5/12 19:30,100411.1815,292.7596,6.8068,5.6516
2022/5/12 19:45,100417.2944,292.8026,6.6907,5.5463
2022/5/12 20:00,100425.5625,292.8386,6.6441,5.4909
2022/5/12 20:15,100436.051,292.863,6.6972,5.5098
2022/5/12 20:30,100447.3287,292.8784,6.8173,5.5809
2022/5/12 20:45,100457.5905,292.8891,6.9494,5.6649
2022/5/12 21:00,100465.0313,292.8997,7.0254,5.7102
2022/5/12 21:15,100468.289,292.9127,6.9869,5.672
2022/5/12 21:30,100467.7751,292.9241,6.8535,5.5666
2022/5/12 21:45,100464.3444,292.9279,6.6684,5.4299
2022/5/12 22:00,100458.8516,292.9181,6.474,5.2978
2022/5/12 22:15,100451.9138,292.893,6.306,5.1972
2022/5/12 22:30,100443.1986,292.8676,6.1868,5.1249
2022/5/12 22:45,100432.1361,292.8609,6.1369,5.0707
2022/5/12 23:00,100418.1563,292.8922,6.188,5.0385
2022/5/12 23:15,100401.0045,292.9725,6.3813,5.0665
2022/5/12 23:30,100381.6872,293.0805,6.7066,5.2045
2022/5/12 23:45,100361.5264,293.1869,7.104,5.4468
2022/5/13 0:00,100341.8438,293.2622,7.4762,5.721
2022/5/13 0:15,100323.6392,293.2853,7.7294,5.9358
2022/5/13 0:30,100306.6247,293.2675,7.8638,6.0709
2022/5/13 0:45,100290.1904,293.2282,7.9152,6.1433
2022/5/13 1:00,100273.7266,293.187,7.9251,6.1765
2022/5/13 1:15,100256.9779,293.1598,7.9222,6.1843
2022/5/13 1:30,100241.108,293.1488,7.8764,6.1499
2022/5/13 1:45,100227.6353,293.1529,7.7426,6.0501
2022/5/13 2:00,100218.0781,293.1706,7.4766,5.8631
2022/5/13 2:15,100213.3114,293.1999,7.0596,5.5836
2022/5/13 2:30,100211.6358,293.2353,6.5729,5.2656
2022/5/13 2:45,100210.7087,293.2708,6.1188,4.9732
2022/5/13 3:00,100208.1875,293.3001,5.795,4.7649
2022/5/13 3:15,100202.5388,293.3187,5.6596,4.6702
2022/5/13 3:30,100195.467,293.3294,5.6213,4.6164
2022/5/13 3:45,100189.486,293.3369,5.5512,4.5055
2022/5/13 4:00,100187.1094,293.3457,5.3167,4.236
2022/5/13 4:15,100190.2341,293.3587,4.8248,3.7396
2022/5/13 4:30,100198.289,293.3728,4.1563,3.0959
2022/5/13 4:45,100210.0862,293.3831,3.437,2.4234
2022/5/13 5:00,100224.4375,293.3848,2.7965,1.8458
2022/5/13 5:15,100240.1923,293.3749,2.3443,1.473
2022/5/13 5:30,100256.3495,293.3587,2.0757,1.297
2022/5/13 5:45,100271.9452,293.3433,1.9326,1.2338
2022/5/13 6:00,100286.0156,293.3359,1.8376,1.168
2022/5/13 6:15,100298.0335,293.3413,1.7492,1.0358
2022/5/13 6:30,100309.2173,293.3551,1.7182,0.92431
2022/5/13 6:45,100321.2222,293.3705,1.7883,0.95119
2022/5/13 7:00,100335.7031,293.381,1.9306,1.11
2022/5/13 7:15,100353.6126,293.3811,2.0784,1.3017
2022/5/13 7:30,100373.0928,293.371,2.2202,1.4958
2022/5/13 7:45,100391.5833,293.3525,2.38,1.7091
2022/5/13 8:00,100406.5234,293.3271,2.5939,1.9674
2022/5/13 8:15,100415.9734,293.2969,2.9036,2.2957
2022/5/13 8:30,100420.4748,293.2653,3.3129,2.6775
2022/5/13 8:45,100421.19,293.2361,3.7902,3.0698
2022/5/13 9:00,100419.2813,293.2132,4.2876,3.4201
2022/5/13 9:15,100415.8769,293.1995,4.7546,3.6854
2022/5/13 9:30,100411.9698,293.1946,5.1309,3.8549
2022/5/13 9:45,100408.5193,293.1969,5.3508,3.9202
2022/5/13 10:00,100406.4844,293.2053,5.3419,3.8639
2022/5/13 10:15,100406.3355,293.2177,5.0673,3.6813
2022/5/13 10:30,100406.5882,293.2298,4.654,3.452
2022/5/13 10:45,100405.2695,293.2364,4.2732,3.2812
2022/5/13 11:00,100400.4063,293.2327,4.0983,3.2776
2022/5/13 11:15,100390.9217,293.2159,4.2487,3.5124
2022/5/13 11:30,100379.3239,293.1926,4.6272,3.9011
2022/5/13 11:45,100369.0173,293.172,5.0808,4.3169
2022/5/13 12:00,100363.4063,293.1628,5.4567,4.6325
2022/5/13 12:15,100364.6104,293.1712,5.646,4.7597
2022/5/13 12:30,100369.6104,293.1911,5.7111,4.7614
2022/5/13 12:45,100374.1021,293.2133,5.7573,4.7379
2022/5/13 13:00,100373.7813,293.2288,5.8896,4.7887
2022/5/13 13:15,100365.5173,293.2308,6.1809,4.9843
2022/5/13 13:30,100350.8732,293.2223,6.5764,5.2798
2022/5/13 13:45,100332.5855,293.2084,6.9901,5.6
2022/5/13 14:00,100313.3906,293.1943,7.336,5.8676
2022/5/13 14:15,100295.3883,293.1844,7.5563,6.0266
2022/5/13 14:30,100278.1311,293.1786,7.6997,6.1127
2022/5/13 14:45,100260.535,293.1764,7.8379,6.1854
2022/5/13 15:00,100241.5156,293.1768,8.0405,6.3054
2022/5/13 15:15,100220.8814,293.1794,8.3556,6.5153
2022/5/13 15:30,100202.0104,293.1856,8.7338,6.7763
2022/5/13 15:45,100189.1733,293.1972,9.0989,7.0274
2022/5/13 16:00,100186.6406,293.2158,9.3696,7.2051
2022/5/13 16:15,100197.0731,293.2423,9.4833,7.2635
2022/5/13 16:30,100216.6915,293.2735,9.4731,7.2332
2022/5/13 16:45,100240.1067,293.3049,9.3976,7.1661
2022/5/13 17:00,100261.9297,293.3323,9.3175,7.1158
2022/5/13 17:15,100277.9022,293.3524,9.2902,7.1301
2022/5/13 17:30,100288.2892,293.3656,9.357,7.2274
2022/5/13 17:45,100294.4867,293.3735,9.5472,7.4114
2022/5/13 18:00,100297.8906,293.3774,9.883,7.6798
2022/5/13 18:15,100300.0688,293.3788,10.36,8.0181
2022/5/13 18:30,100303.2768,293.3784,10.8801,8.3697
2022/5/13 18:45,100309.9421,293.3769,11.3269,8.6708
2022/5/13 19:00,100322.4922,293.3752,11.5876,8.8589
2022/5/13 19:15,100342.4656,293.3743,11.5901,8.892
2022/5/13 19:30,100367.8449,293.3762,11.4157,8.8114
2022/5/13 19:45,100395.7236,293.3832,11.1783,8.676
2022/5/13 20:00,100423.1953,293.3977,10.9835,8.5403
2022/5/13 20:15,100447.8862,293.4208,10.9062,8.4452
2022/5/13 20:30,100469.5527,293.4483,10.9218,8.3893
2022/5/13 20:45,100488.4838,293.4751,10.9849,8.3631
2022/5/13 21:00,100504.9688,293.4957,11.0509,8.3573
2022/5/13 21:15,100519.1877,293.5064,11.084,8.363
2022/5/13 21:30,100530.8859,293.5095,11.0886,8.3755
2022/5/13 21:45,100539.6997,293.5086,11.0814,8.3933
2022/5/13 22:00,100545.2656,293.5078,11.084,8.4189
2022/5/13 22:15,100547.8923,293.5081,11.1123,8.457
2022/5/13 22:30,100550.5768,293.5013,11.1243,8.4906
2022/5/13 22:45,100556.9885,293.4763,11.0399,8.4765
2022/5/13 23:00,100570.7969,293.4221,10.7676,8.3644
2022/5/13 23:15,100594.0736,293.333,10.2834,8.1557
2022/5/13 23:30,100622.5004,293.2229,9.7635,7.9736
2022/5/13 23:45,100650.1614,293.1113,9.3945,7.9247
2022/5/14 0:00,100671.1406,293.0174,9.2722,8.0299
2022/5/14 0:15,100681.3808,292.9553,9.3887,8.2403
2022/5/14 0:30,100684.2585,292.9194,9.6444,8.4861
2022/5/14 0:45,100685.0089,292.8991,9.9476,8.7177
2022/5/14 1:00,100688.8672,292.8837,10.198,8.8805
2022/5/14 1:15,100699.3743,292.8643,10.3154,8.9331
2022/5/14 1:30,100713.2938,292.8398,10.3447,8.9225
2022/5/14 1:45,100725.6954,292.8107,10.3587,8.9153
2022/5/14 2:00,100731.6484,292.7776,10.413,8.9659
2022/5/14 2:15,100727.8095,292.742,10.5341,9.1014
2022/5/14 2:30,100717.1834,292.7075,10.6929,9.2849
2022/5/14 2:45,100704.3621,292.6785,10.855,9.4701
2022/5/14 3:00,100693.9375,292.6597,10.9895,9.6137
2022/5/14 3:15,100689.453,292.6535,11.074,9.6853
2022/5/14 3:30,100690.2578,292.6557,11.1192,9.7016
2022/5/14 3:45,100694.6524,292.66,11.1362,9.684
2022/5/14 4:00,100700.9375,292.6603,11.1301,9.6482
2022/5/14 4:15,100707.8146,292.6521,11.1096,9.6109
2022/5/14 4:30,100715.5891,292.6372,11.0951,9.592
2022/5/14 4:45,100724.9676,292.6189,11.1075,9.6111
2022/5/14 5:00,100736.6563,292.6008,11.1587,9.6804
2022/5/14 5:15,100751.0054,292.5829,11.2448,9.795
2022/5/14 5:30,100766.9403,292.5518,11.343,9.9164
2022/5/14 5:45,100783.0301,292.4908,11.4313,10.0022
2022/5/14 6:00,100797.8438,292.3831,11.492,10.0141
2022/5/14 6:15,100810.581,292.2221,11.5216,9.9363
2022/5/14 6:30,100822.9631,292.0409,11.55,9.821
2022/5/14 6:45,100837.3423,291.883,11.603,9.7253
2022/5/14 7:00,100856.0703,291.7916,11.7069,9.7051
2022/5/14 7:15,100880.5534,291.7965,11.9051,9.8219
2022/5/14 7:30,100908.4142,291.8736,12.2008,10.0667
2022/5/14 7:45,100936.3296,291.9855,12.5388,10.3689
2022/5/14 8:00,100960.9766,292.0944,12.7996,10.6003
2022/5/14 8:15,100979.7795,292.1725,12.8608,10.6356
2022/5/14 8:30,100993.1527,292.2303,12.7593,10.5119
2022/5/14 8:45,101002.2582,292.2878,12.5936,10.3262
2022/5/14 9:00,101008.2578,292.3653,12.4712,10.1834
2022/5/14 9:15,101012.3265,292.4756,12.4741,10.1643
2022/5/14 9:30,101015.6909,292.603,12.5523,10.2281
2022/5/14 9:45,101019.5907,292.7246,12.6114,10.2946
2022/5/14 10:00,101025.2656,292.8175,12.542,10.2727
2022/5/14 10:15,101033.1782,292.8644,12.2638,10.0943
2022/5/14 10:30,101040.6824,292.8703,11.8523,9.8143
2022/5/14 10:45,101044.3552,292.8458,11.4284,9.5229
2022/5/14 11:00,101040.7734,292.8016,11.1166,9.3134
2022/5/14 11:15,101027.7151,292.7484,11.0086,9.2556
2022/5/14 11:30,101007.7629,292.6968,11.0607,9.3176
2022/5/14 11:45,100984.7008,292.6576,11.1925,9.4391
2022/5/14 12:00,100962.3125,292.6416,11.3213,9.5569
2022/5/14 12:15,100943.6968,292.6556,11.3835,9.6214
2022/5/14 12:30,100929.2121,292.6905,11.397,9.6444
2022/5/14 12:45,100918.5315,292.7331,11.4014,9.6544
2022/5/14 13:00,100911.3281,292.7705,11.4368,9.6806
2022/5/14 13:15,100907.0186,292.7928,11.533,9.7454
2022/5/14 13:30,100903.9931,292.8033,11.6773,9.8425
2022/5/14 13:45,100900.3851,292.8087,11.8464,9.9584
2022/5/14 14:00,100894.3281,292.8157,12.0172,10.0802
2022/5/14 14:15,100884.5023,292.8295,12.173,10.1976
2022/5/14 14:30,100871.7745,292.85,12.3209,10.3104
2022/5/14 14:45,100857.5578,292.8757,12.4731,10.4196
2022/5/14 15:00,100843.2656,292.9053,12.6416,10.526
2022/5/14 15:15,100830.2615,292.9356,12.8346,10.6303
2022/5/14 15:30,100819.7099,292.9574,13.0335,10.7259
2022/5/14 15:45,100812.7251,292.9598,13.2071,10.7994
2022/5/14 16:00,100810.4219,292.9319,13.3182,10.8313
2022/5/14 16:15,100813.6399,292.865,13.3418,10.81
2022/5/14 16:30,100822.1204,292.7595,13.3125,10.7642
2022/5/14 16:45,100835.3298,292.6178,13.2837,10.7367
2022/5/14 17:00,100852.7344,292.4424,13.3094,10.7712
2022/5/14 17:15,100873.6079,292.2407,13.4257,10.895
2022/5/14 17:30,100896.453,292.04,13.5977,11.0708
2022/5/14 17:45,100919.5793,291.8725,13.7624,11.235
2022/5/14 18:00,100941.2969,291.7705,13.8535,11.3207
2022/5/14 18:15,100960.3713,291.7542,13.8348,11.2915
2022/5/14 18:30,100977.392,291.7955,13.7626,11.2068
2022/5/14 18:45,100993.4041,291.8544,13.7064,11.1409
2022/5/14 19:00,101009.4531,291.8909,13.713,11.1473
2022/5/14 19:15,101026.3832,291.8769,13.7852,11.2357
2022/5/14 19:30,101044.2351,291.8322,13.8369,11.3258
2022/5/14 19:45,101062.8483,291.7886,13.7706,11.3256
2022/5/14 20:00,101082.0625,291.7781,13.4943,11.1483
2022/5/14 20:15,101101.4566,291.8241,12.9653,10.7505
2022/5/14 20:30,101119.5662,291.9179,12.323,10.2482
2022/5/14 20:45,101134.6661,292.0422,11.7463,9.7924
2022/5/14 21:00,101145.0313,292.1801,11.4084,9.5304
2022/5/14 21:15,101149.4643,292.3181,11.4351,9.5691
2022/5/14 21:30,101148.88,292.4574,11.7519,9.8409
2022/5/14 21:45,101144.7209,292.603,12.2278,10.228
2022/5/14 22:00,101138.4297,292.7598,12.7177,10.6006
2022/5/14 22:15,101131.4339,292.9208,13.0888,10.846
2022/5/14 22:30,101125.1004,293.0316,13.3047,10.9604
2022/5/14 22:45,101120.7812,293.0258,13.3589,10.9728
2022/5/14 23:00,101119.8281,292.8371,13.2502,10.9168
2022/5/14 23:15,101122.7953,292.43,12.9968,10.8286
2022/5/14 23:30,101127.0456,291.8927,12.6725,10.7332
2022/5/14 23:45,101129.1442,291.3441,12.3567,10.6443
2022/5/15 0:00,101125.6563,290.9034,12.1174,10.5662
2022/5/15 0:15,101114.2848,290.6587,11.9967,10.4954
2022/5/15 0:30,101097.2847,290.576,11.9664,10.4248
2022/5/15 0:45,101078.0485,290.5903,11.9873,10.3515
2022/5/15 1:00,101059.9688,290.637,12.0233,10.2749
2022/5/15 1:15,101045.7633,290.6634,12.0453,10.1962
2022/5/15 1:30,101035.4504,290.6669,12.0486,10.1199
2022/5/15 1:45,101028.3732,290.657,12.0342,10.0505
2022/5/15 2:00,101023.875,290.6434,12.0019,9.9923
2022/5/15 2:15,101021.3437,290.6342,11.9542,9.9492
2022/5/15 2:30,101020.3454,290.631,11.904,9.9244
2022/5/15 2:45,101020.4908,290.6341,11.8667,9.9211
2022/5/15 3:00,101021.3906,290.6436,11.8574,9.942
2022/5/15 3:15,101022.7338,290.659,11.8836,9.9848
2022/5/15 3:30,101024.5224,290.6759,11.9256,10.0316
2022/5/15 3:45,101026.837,290.6893,11.9565,10.0603
2022/5/15 4:00,101029.7578,290.694,11.9492,10.0486
2022/5/15 4:15,101033.5169,290.6874,11.8863,9.9833
2022/5/15 4:30,101038.9526,290.6772,11.7869,9.8856
2022/5/15 4:45,101047.0545,290.6734,11.6788,9.7843
2022/5/15 5:00,101058.8125,290.686,11.589,9.7076
2022/5/15 5:15,101074.7254,290.7221,11.535,9.6736
2022/5/15 5:30,101093.3284,290.7766,11.499,9.662
2022/5/15 5:45,101112.6656,290.8414,11.4538,9.6431
2022/5/15 6:00,101130.7813,290.9084,11.3711,9.5858
2022/5/15 6:15,101146.343,290.9714,11.2339,9.4712
2022/5/15 6:30,101160.5123,291.0308,11.0738,9.3311
2022/5/15 6:45,101175.0738,291.089,10.9347,9.2103
2022/5/15 7:00,101191.8125,291.1485,10.862,9.1548
2022/5/15 7:15,101211.8803,291.2101,10.8894,9.1982
2022/5/15 7:30,101233.8979,291.2685,10.9929,9.3158
2022/5/15 7:45,101255.8533,291.317,11.1277,9.4629
2022/5/15 8:00,101275.7344,291.3488,11.2431,9.5894
2022/5/15 8:15,101291.9676,291.3596,11.2999,9.6566
2022/5/15 8:30,101304.7339,291.3542,11.3125,9.6782
2022/5/15 8:45,101314.6528,291.34,11.3078,9.6805
2022/5/15 9:00,101322.3438,291.3244,11.309,9.6873
2022/5/15 9:15,101328.2873,291.3114,11.3381,9.7207
2022/5/15 9:30,101332.4086,291.2929,11.4146,9.7979
2022/5/15 9:45,101334.4935,291.2576,11.5529,9.9316
2022/5/15 10:00,101334.3281,291.1941,11.7621,10.1299
2022/5/15 10:15,101331.7989,291.0952,12.0368,10.3877
2022/5/15 10:30,101327.1933,290.97,12.3103,10.6421
2022/5/15 10:45,101320.8993,290.8315,12.4946,10.8117
2022/5/15 11:00,101313.3047,290.6929,12.4909,10.8071
2022/5/15 11:15,101304.7387,290.568,12.2271,10.5652
2022/5/15 11:30,101295.2966,290.4735,11.7735,10.154
2022/5/15 11:45,101285.0147,290.4268,11.2409,9.6772
2022/5/15 12:00,101273.9297,290.4456,10.7447,9.2429
2022/5/15 12:15,101262.0664,290.5382,10.3859,8.9449
2022/5/15 12:30,101249.4036,290.6781,10.1867,8.7993
2022/5/15 12:45,101235.908,290.8295,10.1423,8.795
2022/5/15 13:00,101221.5469,290.957,10.2373,8.91
2022/5/15 13:15,101206.3245,291.0349,10.4416,9.1099
2022/5/15 13:30,101190.3949,291.0773,10.6966,9.3422
2022/5/15 13:45,101173.9495,291.1083,10.9417,9.555
2022/5/15 14:00,101157.1797,291.1519,11.1191,9.6987
2022/5/15 14:15,101140.4541,291.2225,11.1878,9.739
2022/5/15 14:30,101124.85,291.2966,11.1671,9.6943
2022/5/15 14:45,101111.6216,291.3411,11.089,9.5943
2022/5/15 15:00,101102.0234,291.3228,10.983,9.4663
2022/5/15 15:15,101096.7226,291.2234,10.8758,9.3361
2022/5/15 15:30,101094.0373,291.0845,10.7847,9.222
2022/5/15 15:45,101091.6986,290.9627,10.7229,9.1389
2022/5/15 16:00,101087.4375,290.9143,10.7022,9.0998
2022/5/15 16:15,101079.7359,290.9782,10.7351,9.1171
2022/5/15 16:30,101070.079,291.122,10.8243,9.1905
2022/5/15 16:45,101060.7029,291.2959,10.9611,9.3069
2022/5/15 17:00,101053.8438,291.45,11.1244,9.4408
2022/5/15 17:15,101051.3446,291.5463,11.2908,9.5657
2022/5/15 17:30,101053.476,291.5958,11.4508,9.6783
2022/5/15 17:45,101060.1155,291.6215,11.599,9.7826
2022/5/15 18:00,101071.1406,291.6465,11.7251,9.8786
2022/5/15 18:15,101086.3067,291.6865,11.8147,9.9601
2022/5/15 18:30,101104.8804,291.7281,11.8599,10.0155
2022/5/15 18:45,101126.0061,291.7506,11.8569,10.0345
2022/5/15 19:00,101148.8281,291.7334,11.8069,10.0116
2022/5/15 19:15,101172.5586,291.6627,11.729,9.9576
2022/5/15 19:30,101196.6801,291.5532,11.6618,9.9049
2022/5/15 19:45,101220.7428,291.4263,11.622,9.8696
2022/5/15 20:00,101244.2969,291.3037,11.5942,9.8406
2022/5/15 20:15,101266.9854,291.1996,11.5461,9.7918
2022/5/15 20:30,101288.8229,291.0989,11.4495,9.6989
2022/5/15 20:45,101309.9169,290.979,11.2825,9.5446
2022/5/15 21:00,101330.375,290.8174,11.0167,9.3084
2022/5/15 21:15,101350.0309,290.601,10.649,8.9912
2022/5/15 21:30,101367.624,290.3546,10.2834,8.6806
2022/5/15 21:45,101381.6199,290.1123,10.0413,8.4782
2022/5/15 22:00,101390.4844,289.9082,10.0193,8.4675
2022/5/15 22:15,101393.0441,289.7648,10.252,8.6804
2022/5/15 22:30,101389.5707,289.6578,10.6085,9.0011
2022/5/15 22:45,101380.6966,289.5514,10.9228,9.2803
2022/5/15 23:00,101367.0547,289.4097,11.0298,9.3707
2022/5/15 23:15,101349.384,289.2105,10.8369,9.1909
2022/5/15 23:30,101328.8501,288.9873,10.4874,8.8731
2022/5/15 23:45,101306.7252,288.7875,10.1541,8.5741
2022/5/16 0:00,101284.2813,288.6582,9.9558,8.3985
2022/5/16 0:15,101262.4943,288.631,9.9353,8.3817
2022/5/16 0:30,101241.1558,288.6745,10.0188,8.4593
2022/5/16 0:45,101219.7608,288.7414,10.1259,8.5632
2022/5/16 1:00,101197.8047,288.7844,10.1748,8.6222
2022/5/16 1:15,101175.2363,288.7691,10.0965,8.5741
2022/5/16 1:30,101153.8197,288.7113,9.9186,8.4414
2022/5/16 1:45,101135.7725,288.6395,9.6972,8.2725
2022/5/16 2:00,101123.3125,288.5824,9.4911,8.118
2022/5/16 2:15,101117.8007,288.5598,9.3524,8.0228
2022/5/16 2:30,101117.1719,288.5569,9.2942,7.9949
2022/5/16 2:45,101118.504,288.5504,9.311,8.0254
2022/5/16 3:00,101118.875,288.5167,9.3922,8.1002
2022/5/16 3:15,101116.2398,288.4408,9.5279,8.2078
2022/5/16 3:30,101112.0602,288.3407,9.6888,8.327
2022/5/16 3:45,101108.6747,288.2427,9.8266,8.4219
2022/5/16 4:00,101108.4219,288.1731,9.8728,8.4379
2022/5/16 4:15,101112.9291,288.1509,9.7709,8.33
2022/5/16 4:30,101120.979,288.1663,9.563,8.1382
2022/5/16 4:45,101130.6429,288.2018,9.3209,7.9281
2022/5/16 5:00,101139.9922,288.2402,9.1133,7.7625
2022/5/16 5:15,101147.7758,288.268,8.9874,7.6831
2022/5/16 5:30,101155.4526,288.2856,8.9307,7.6715
2022/5/16 5:45,101165.159,288.2974,8.9188,7.6969
2022/5/16 6:00,101179.0313,288.3076,8.9276,7.7293
2022/5/16 6:15,101198.2847,288.3201,8.941,7.7479
2022/5/16 6:30,101220.4498,288.3379,8.973,7.7677
2022/5/16 6:45,101242.1362,288.3635,9.0464,7.8135
2022/5/16 7:00,101259.9531,288.3997,9.1855,7.9118
2022/5/16 7:15,101271.5788,288.4472,9.4046,8.0799
2022/5/16 7:30,101278.9658,288.4986,9.6693,8.2903
2022/5/16 7:45,101285.1356,288.5447,9.928,8.4991
2022/5/16 8:00,101293.1094,288.5762,10.1245,8.6572
2022/5/16 8:15,101304.9959,288.5866,10.2152,8.7264
2022/5/16 8:30,101319.2533,288.5804,10.215,8.7216
2022/5/16 8:45,101333.427,288.5648,10.1554,8.6732
2022/5/16 9:00,101345.0625,288.5469,10.0678,8.6113
2022/5/16 9:15,101352.3716,288.5339,9.9772,8.5583
2022/5/16 9:30,101356.2318,288.5331,9.8854,8.5094
2022/5/16 9:45,101358.187,288.5516,9.7883,8.4532
2022/5/16 10:00,101359.7813,288.5966,9.6823,8.3784
2022/5/16 10:15,101361.9524,288.6711,9.5683,8.281
2022/5/16 10:30,101363.2141,288.7611,9.465,8.1843
