date,气压(Pa）,温度（K）,100m风速（100m/s）,10米风速（10m/s）
2022/1/3 0:00,102249.6094,286.0695,9.082,7.7041
2022/1/3 0:15,102252.0355,285.8647,9.1374,7.771
2022/1/3 0:30,102248.59,285.6935,9.1856,7.8272
2022/1/3 0:45,102240.4725,285.5512,9.2158,7.8637
2022/1/3 1:00,102228.8828,285.433,9.2237,7.8781
2022/1/3 1:15,102215.0207,285.3341,9.209,7.8719
2022/1/3 1:30,102200.0858,285.25,9.1734,7.8483
2022/1/3 1:45,102185.278,285.1757,9.1197,7.8117
2022/1/3 2:00,102171.7969,285.1067,9.0509,7.7663
2022/1/3 2:15,102160.5109,285.0389,8.9697,7.7156
2022/1/3 2:30,102150.9623,284.9711,8.8762,7.6582
2022/1/3 2:45,102142.3624,284.9032,8.77,7.5916
2022/1/3 3:00,102133.9219,284.8346,8.6504,7.5134
2022/1/3 3:15,102125.1187,284.7653,8.5159,7.4202
2022/1/3 3:30,102116.4974,284.6964,8.3634,7.3074
2022/1/3 3:45,102108.8697,284.6293,8.1894,7.17
2022/1/3 4:00,102103.0469,284.5653,7.9908,7.0033
2022/1/3 4:15,102099.6903,284.5064,7.7689,6.8076
2022/1/3 4:30,102098.8604,284.4565,7.5417,6.6014
2022/1/3 4:45,102100.4675,284.42,7.3304,6.4068
2022/1/3 5:00,102104.4219,284.4013,7.1545,6.2446
2022/1/3 5:15,102110.5429,284.4033,7.027,6.1288
2022/1/3 5:30,102118.2866,284.4213,6.9371,6.0486
2022/1/3 5:45,102127.0178,284.4493,6.8692,5.9879
2022/1/3 6:00,102136.1016,284.481,6.8077,5.9306
2022/1/3 6:15,102145.0564,284.5111,6.7395,5.8636
2022/1/3 6:30,102154.0148,284.5388,6.66,5.7832
2022/1/3 6:45,102163.2627,284.5641,6.5674,5.6887
2022/1/3 7:00,102173.0859,284.5869,6.4618,5.5806
2022/1/3 7:15,102183.6313,284.6084,6.3468,5.4634
2022/1/3 7:30,102194.4882,284.6342,6.2282,5.3449
2022/1/3 7:45,102205.1068,284.671,6.1062,5.2287
2022/1/3 8:00,102214.9375,284.7256,5.9726,5.1111
2022/1/3 8:15,102223.551,284.8034,5.8189,4.9859
2022/1/3 8:30,102231.0012,284.9054,5.6577,4.8611
2022/1/3 8:45,102237.4625,285.0314,5.5114,4.7519
2022/1/3 9:00,102243.1094,285.1812,5.4046,4.6752
2022/1/3 9:15,102247.86,285.3524,5.3549,4.643
2022/1/3 9:30,102250.6075,285.5344,5.3482,4.6444
2022/1/3 9:45,102249.9887,285.7143,5.3626,4.663
2022/1/3 10:00,102244.6406,285.8794,5.3764,4.6829
2022/1/3 10:15,102233.6067,286.0198,5.3728,4.6917
2022/1/3 10:30,102217.5572,286.1374,5.3529,4.6885
2022/1/3 10:45,102197.5689,286.2369,5.3213,4.6744
2022/1/3 11:00,102174.7188,286.3233,5.2808,4.649
2022/1/3 11:15,102149.9726,286.4001,5.2336,4.6123
2022/1/3 11:30,102123.8523,286.4661,5.185,4.5714
2022/1/3 11:45,102096.7687,286.519,5.1434,4.5368
2022/1/3 12:00,102069.1328,286.5566,5.1195,4.5212
2022/1/3 12:15,102041.402,286.577,5.1239,4.5361
2022/1/3 12:30,102014.2202,286.5812,5.156,4.5785
2022/1/3 12:45,101988.2779,286.5707,5.2087,4.6376
2022/1/3 13:00,101964.2656,286.5469,5.2716,4.6989
2022/1/3 13:15,101942.8428,286.5121,5.3343,4.7487
2022/1/3 13:30,101924.5451,286.4711,5.3977,4.7883
2022/1/3 13:45,101909.8772,286.4294,5.4638,4.8225
2022/1/3 14:00,101899.3438,286.3926,5.533,4.8558
2022/1/3 14:15,101893.1328,286.3656,5.6046,4.8917
2022/1/3 14:30,101890.1666,286.3502,5.6755,4.93
2022/1/3 14:45,101889.0506,286.3475,5.7442,4.9712
2022/1/3 15:00,101888.3906,286.3586,5.8109,5.0172
2022/1/3 15:15,101887.1611,286.3836,5.8769,5.0696
2022/1/3 15:30,101885.812,286.4186,5.9425,5.125
2022/1/3 15:45,101885.1624,286.4584,6.007,5.1781
2022/1/3 16:00,101886.0313,286.498,6.0687,5.223
2022/1/3 16:15,101889.0635,286.5331,6.1253,5.2544
2022/1/3 16:30,101894.2084,286.5626,6.1762,5.2737
2022/1/3 16:45,101901.2413,286.586,6.2219,5.2849
2022/1/3 17:00,101909.9375,286.6031,6.2636,5.293
2022/1/3 17:15,101920.1428,286.6131,6.3058,5.3048
2022/1/3 17:30,101931.9851,286.6144,6.3607,5.3312
2022/1/3 17:45,101945.663,286.6049,6.4409,5.3819
2022/1/3 18:00,101961.375,286.5828,6.5569,5.464
2022/1/3 18:15,101979.0366,286.5477,6.712,5.5777
2022/1/3 18:30,101997.4313,286.5059,6.8878,5.7037
2022/1/3 18:45,102015.0595,286.4652,7.0618,5.819
2022/1/3 19:00,102030.4219,286.4336,7.2121,5.9023
2022/1/3 19:15,102042.434,286.4169,7.3232,5.9395
2022/1/3 19:30,102051.6727,286.4131,7.4016,5.9432
2022/1/3 19:45,102059.1296,286.4182,7.4592,5.9314
2022/1/3 20:00,102065.7969,286.428,7.5079,5.9219
2022/1/3 20:15,102072.4159,286.4388,7.5566,5.9269
2022/1/3 20:30,102078.7267,286.4477,7.6034,5.9403
2022/1/3 20:45,102084.2192,286.452,7.6439,5.952
2022/1/3 21:00,102088.3828,286.449,7.674,5.9527
2022/1/3 21:15,102090.8984,286.4371,7.691,5.9365
2022/1/3 21:30,102092.2104,286.4189,7.6964,5.9104
2022/1/3 21:45,102092.9543,286.3978,7.6926,5.8839
2022/1/3 22:00,102093.7656,286.3773,7.6807,5.8655
2022/1/3 22:15,102095.1516,286.3614,7.6637,5.8609
2022/1/3 22:30,102097.1065,286.3544,7.6517,5.8678
2022/1/3 22:45,102099.4964,286.3612,7.6577,5.8826
2022/1/3 23:00,102102.1875,286.3867,7.6953,5.9021
2022/1/3 23:15,102105.0169,286.4325,7.774,5.9247
2022/1/3 23:30,102107.7065,286.4886,7.8824,5.9501
2022/1/3 23:45,102109.9491,286.5419,8.0024,5.9768
2022/1/4 0:00,102111.4375,286.579,8.1137,6.0011
2022/1/4 0:15,102111.827,286.5907,8.2008,6.02
2022/1/4 0:30,102110.6222,286.5819,8.2712,6.0391
2022/1/4 0:45,102107.2898,286.5613,8.339,6.0665
2022/1/4 1:00,102101.2969,286.5377,8.4188,6.1112
2022/1/4 1:15,102092.3073,286.5182,8.5209,6.1786
2022/1/4 1:30,102080.7735,286.5028,8.638,6.2591
2022/1/4 1:45,102067.3452,286.4903,8.758,6.3394
2022/1/4 2:00,102052.6719,286.4789,8.8691,6.4062
2022/1/4 2:15,102037.5698,286.4675,8.9606,6.4489
2022/1/4 2:30,102023.522,286.4554,9.0271,6.4662
2022/1/4 2:45,102012.178,286.4422,9.0641,6.4592
2022/1/4 3:00,102005.1875,286.4274,9.0671,6.4288
2022/1/4 3:15,102003.4847,286.4112,9.0347,6.3782
2022/1/4 3:30,102005.1425,286.3955,8.98,6.3191
2022/1/4 3:45,102007.518,286.3831,8.9196,6.2658
2022/1/4 4:00,102007.9688,286.3764,8.8705,6.2325
2022/1/4 4:15,102004.8538,286.3773,8.8463,6.2305
2022/1/4 4:30,102000.539,286.3853,8.8443,6.2546
2022/1/4 4:45,101998.3923,286.3991,8.8566,6.2941
2022/1/4 5:00,102001.7813,286.4174,8.8738,6.3363
2022/1/4 5:15,102012.9739,286.4389,8.8875,6.3705
2022/1/4 5:30,102029.8392,286.4624,8.8955,6.3967
2022/1/4 5:45,102049.1462,286.4869,8.8974,6.418
2022/1/4 6:00,102067.6641,286.5112,8.8924,6.4371
2022/1/4 6:15,102082.9492,286.5343,8.8799,6.4557
2022/1/4 6:30,102095.7069,286.5557,8.8601,6.4738
2022/1/4 6:45,102107.4295,286.5749,8.8334,6.4914
2022/1/4 7:00,102119.6094,286.5916,8.8002,6.508
2022/1/4 7:15,102133.2715,286.6058,8.7602,6.5227
2022/1/4 7:30,102147.5706,286.619,8.7105,6.5332
2022/1/4 7:45,102161.1937,286.633,8.6475,6.5366
2022/1/4 8:00,102172.8281,286.6496,8.5669,6.5297
2022/1/4 8:15,102181.6113,286.671,8.4678,6.5118
2022/1/4 8:30,102188.4825,286.7002,8.361,6.4914
2022/1/4 8:45,102194.8312,286.7405,8.2611,6.4788
2022/1/4 9:00,102202.0469,286.7952,8.182,6.484
2022/1/4 9:15,102210.7745,286.8661,8.1325,6.5116
2022/1/4 9:30,102218.6801,286.9486,8.1007,6.5484
2022/1/4 9:45,102222.6851,287.0369,8.0698,6.5766
2022/1/4 10:00,102219.7109,287.1249,8.0233,6.5795
2022/1/4 10:15,102207.6819,287.208,7.9515,6.5469
2022/1/4 10:30,102188.5343,287.2864,7.8709,6.4947
2022/1/4 10:45,102165.2075,287.3618,7.8057,6.446
2022/1/4 11:00,102140.6406,287.4357,7.7814,6.4247
2022/1/4 11:15,102117.0683,287.5088,7.818,6.4494
2022/1/4 11:30,102093.9062,287.5778,7.9054,6.5123
2022/1/4 11:45,102069.8652,287.6386,8.0225,6.5951
2022/1/4 12:00,102043.6563,287.6868,8.1436,6.6757
2022/1/4 12:15,102014.5579,287.7193,8.2457,6.7347
2022/1/4 12:30,101984.1192,287.7373,8.327,6.7741
2022/1/4 12:45,101954.4568,287.7432,8.3926,6.8033
2022/1/4 13:00,101927.6875,287.7391,8.4487,6.8325
2022/1/4 13:15,101905.4967,287.7273,8.501,6.8701
2022/1/4 13:30,101887.8455,287.7096,8.5514,6.913
2022/1/4 13:45,101874.2638,287.688,8.6011,6.9556
2022/1/4 14:00,101864.2813,287.6641,8.6516,6.9923
2022/1/4 14:15,101857.3072,287.6396,8.7033,7.0181
2022/1/4 14:30,101852.2682,287.6159,8.7519,7.0295
2022/1/4 14:45,101847.9701,287.5941,8.792,7.0232
2022/1/4 15:00,101843.2188,287.5753,8.8177,6.9961
2022/1/4 15:15,101837.3009,287.5602,8.8249,6.9471
2022/1/4 15:30,101831.4264,287.5476,8.8155,6.8846
2022/1/4 15:45,101827.286,287.5359,8.7931,6.8194
2022/1/4 16:00,101826.5703,287.5235,8.7613,6.7621
2022/1/4 16:15,101830.3541,287.5092,8.727,6.7208
2022/1/4 16:30,101837.2479,287.4934,8.7109,6.6929
2022/1/4 16:45,101845.2463,287.4772,8.7368,6.6733
2022/1/4 17:00,101852.3438,287.4616,8.8287,6.6566
2022/1/4 17:15,101857.1761,287.4474,8.9982,6.6375
2022/1/4 17:30,101860.9442,287.4352,9.2064,6.6117
2022/1/4 17:45,101865.4902,287.4254,9.4008,6.5752
2022/1/4 18:00,101872.6563,287.4185,9.5295,6.5249
2022/1/4 18:15,101883.6522,287.415,9.5564,6.4612
2022/1/4 18:30,101897.1597,287.4159,9.5052,6.3964
2022/1/4 18:45,101911.2279,287.422,9.414,6.344
2022/1/4 19:00,101923.9063,287.4344,9.3185,6.3163
2022/1/4 19:15,101933.6046,287.4533,9.2438,6.3187
2022/1/4 19:30,101940.1748,287.4753,9.1828,6.3356
2022/1/4 19:45,101943.8296,287.4966,9.1208,6.3467
2022/1/4 20:00,101944.7813,287.513,9.0425,6.3321
2022/1/4 20:15,101943.3948,287.5218,8.9353,6.2776
2022/1/4 20:30,101940.6449,287.5252,8.7953,6.1923
2022/1/4 20:45,101937.6584,287.527,8.6219,6.0911
2022/1/4 21:00,101935.5625,287.5305,8.4155,5.989
2022/1/4 21:15,101935.0928,287.5381,8.1796,5.8978
2022/1/4 21:30,101935.4195,287.5465,7.9288,5.8153
2022/1/4 21:45,101935.3217,287.5513,7.6805,5.7367
2022/1/4 22:00,101933.5781,287.548,7.4523,5.6586
2022/1/4 22:15,101929.1301,287.5335,7.2643,5.5842
2022/1/4 22:30,101921.5677,287.5109,7.1442,5.5363
2022/1/4 22:45,101910.6433,287.4851,7.1186,5.5386
2022/1/4 23:00,101896.1094,287.4605,7.2106,5.6106
2022/1/4 23:15,101878.0451,287.4408,7.4261,5.7578
2022/1/4 23:30,101857.8371,287.4249,7.7096,5.9401
2022/1/4 23:45,101837.1989,287.4105,7.9923,6.1074
2022/1/5 0:00,101817.8438,287.3954,8.2063,6.2096
2022/1/5 0:15,101800.9947,287.3786,8.3028,6.2118
2022/1/5 0:30,101785.912,287.3634,8.3091,6.1405
2022/1/5 0:45,101771.3655,287.3541,8.2707,6.0358
2022/1/5 1:00,101756.125,287.3552,8.2325,5.936
2022/1/5 1:15,101739.2019,287.3689,8.2285,5.8678
2022/1/5 1:30,101720.5736,287.3877,8.2494,5.8182
2022/1/5 1:45,101700.4593,287.4022,8.2752,5.765
2022/1/5 2:00,101679.0781,287.4026,8.2857,5.6854
2022/1/5 2:15,101656.8197,287.382,8.2647,5.5644
2022/1/5 2:30,101634.7565,287.3443,8.209,5.4136
2022/1/5 2:45,101614.1314,287.2959,8.1182,5.2509
2022/1/5 3:00,101596.1875,287.2433,7.991,5.0922
2022/1/5 3:15,101581.7961,287.1932,7.8297,4.9478
2022/1/5 3:30,101570.3427,287.1528,7.6583,4.8163
2022/1/5 3:45,101560.8409,287.1295,7.5034,4.6918
2022/1/5 4:00,101552.3047,287.1308,7.3896,4.5675
2022/1/5 4:15,101544.1084,287.1603,7.3305,4.4368
2022/1/5 4:30,101537.0691,287.207,7.299,4.2939
2022/1/5 4:45,101532.3643,287.2559,7.2585,4.1341
2022/1/5 5:00,101531.1719,287.2923,7.1714,3.9522
2022/1/5 5:15,101534.2522,287.3055,7.0124,3.7494
2022/1/5 5:30,101540.6975,287.301,6.8112,3.5553
2022/1/5 5:45,101549.1827,287.2885,6.6122,3.4069
2022/1/5 6:00,101558.3828,287.2778,6.4598,3.3405
2022/1/5 6:15,101567.2684,287.2764,6.3872,3.3775
2022/1/5 6:30,101575.9925,287.2828,6.3815,3.4808
2022/1/5 6:45,101585.0035,287.2932,6.4179,3.5987
2022/1/5 7:00,101594.75,287.3041,6.4719,3.6794
2022/1/5 7:15,101605.3653,287.314,6.5212,3.6843
2022/1/5 7:30,101615.7222,287.3315,6.5526,3.6269
2022/1/5 7:45,101624.3781,287.3675,6.555,3.5329
2022/1/5 8:00,101629.8906,287.4327,6.5174,3.4287
2022/1/5 8:15,101631.4274,287.5347,6.433,3.3404
2022/1/5 8:30,101630.5963,287.6666,6.3117,3.2863
2022/1/5 8:45,101629.6155,287.8181,6.167,3.2807
2022/1/5 9:00,101630.7031,287.9792,6.0122,3.3323
2022/1/5 9:15,101635.1931,288.1396,5.8543,3.4349
2022/1/5 9:30,101640.8828,288.2908,5.6798,3.5447
2022/1/5 9:45,101644.6859,288.424,5.4711,3.6125
2022/1/5 10:00,101643.5156,288.5308,5.2119,3.5928
2022/1/5 10:15,101635.052,288.606,4.9016,3.4658
2022/1/5 10:30,101620.0413,288.6589,4.5927,3.2953
2022/1/5 10:45,101599.9962,288.7018,4.347,3.161
2022/1/5 11:00,101576.4297,288.7475,4.2194,3.1295
2022/1/5 11:15,101550.8259,288.8041,4.2316,3.2258
2022/1/5 11:30,101524.5546,288.862,4.3052,3.3719
2022/1/5 11:45,101498.9572,288.9071,4.3425,3.475
2022/1/5 12:00,101475.375,288.9257,4.2488,3.4495
2022/1/5 12:15,101454.6645,288.908,3.9725,3.2549
2022/1/5 12:30,101435.7432,288.8623,3.6254,3.0025
2022/1/5 12:45,101417.0441,288.8013,3.3684,2.8407
2022/1/5 13:00,101397,288.7379,3.3689,2.8954
2022/1/5 13:15,101374.5648,288.6812,3.7276,3.2119
2022/1/5 13:30,101350.7763,288.6276,4.3204,3.6783
2022/1/5 13:45,101327.1934,288.57,4.9767,4.1679
2022/1/5 14:00,101305.375,288.5012,5.5406,4.5657
2022/1/5 14:15,101286.8946,288.4174,5.9046,4.7864
2022/1/5 14:30,101273.3849,288.3273,6.0838,4.8314
2022/1/5 14:45,101266.4933,288.2428,6.0979,4.7117
2022/1/5 15:00,101267.8672,288.1758,5.9393,4.426
2022/1/5 15:15,101278.3356,288.1347,5.6014,3.9833
2022/1/5 15:30,101295.4537,288.1131,5.1447,3.4588
2022/1/5 15:45,101315.9582,288.1013,4.6547,2.9441
2022/1/5 16:00,101336.5859,288.0894,4.2126,2.5149
2022/1/5 16:15,101354.7424,288.0696,3.878,2.2111
2022/1/5 16:30,101370.5085,288.0421,3.6477,2.018
2022/1/5 16:45,101384.6335,288.0093,3.4932,1.9115
2022/1/5 17:00,101397.8672,287.9735,3.3741,1.8656
2022/1/5 17:15,101410.8703,287.937,3.2746,1.8955
2022/1/5 17:30,101423.949,287.9023,3.2274,2.0417
2022/1/5 17:45,101437.3208,287.8719,3.239,2.2664
2022/1/5 18:00,101451.2031,287.8481,3.248,2.4506
2022/1/5 18:15,101465.6736,287.833,3.1686,2.4832
2022/1/5 18:30,101480.2502,287.8253,3.0158,2.3973
2022/1/5 18:45,101494.3111,287.8234,2.8527,2.2744
2022/1/5 19:00,101507.2344,287.8256,2.7536,2.2015
2022/1/5 19:15,101518.6073,287.8299,2.7787,2.2436
2022/1/5 19:30,101528.8538,287.8342,2.9087,2.3723
2022/1/5 19:45,101538.607,287.8358,3.104,2.5374
2022/1/5 20:00,101548.5,287.8323,3.3253,2.69
2022/1/5 20:15,101559.0193,287.8222,3.5446,2.7939
2022/1/5 20:30,101570.0642,287.8078,3.764,2.8556
2022/1/5 20:45,101581.3876,287.7925,3.9732,2.8875
2022/1/5 21:00,101592.7422,287.7796,4.1551,2.9032
2022/1/5 21:15,101603.8724,287.7721,4.3081,2.9263
2022/1/5 21:30,101614.4899,287.7724,4.4427,2.9739
2022/1/5 21:45,101624.298,287.7825,4.5528,3.0412
2022/1/5 22:00,101633,287.8043,4.5985,3.094
2022/1/5 22:15,101640.5326,287.8372,4.5367,3.0912
2022/1/5 22:30,101647.766,287.8702,4.4182,3.05
2022/1/5 22:45,101655.804,287.8895,4.3286,3.011
2022/1/5 23:00,101665.75,287.8812,4.3595,3.0206
2022/1/5 23:15,101678.2384,287.838,4.5769,3.1163
2022/1/5 23:30,101692.0259,287.7778,4.9352,3.2879
2022/1/5 23:45,101705.4001,287.7246,5.3621,3.5131
2022/1/6 0:00,101716.6484,287.7029,5.7905,3.7732
2022/1/6 0:15,101724.4743,287.7285,6.1745,4.061
2022/1/6 0:30,101729.2454,287.7851,6.5145,4.3707
2022/1/6 0:45,101731.7454,287.8483,6.804,4.6785
2022/1/6 1:00,101732.7578,287.8935,7.0173,4.9428
2022/1/6 1:15,101732.9209,287.9029,7.1358,5.1282
2022/1/6 1:30,101732.2911,287.8852,7.2097,5.2648
2022/1/6 1:45,101730.7795,287.8561,7.314,5.4052
2022/1/6 2:00,101728.2969,287.8311,7.5261,5.6049
2022/1/6 2:15,101724.9968,287.8213,7.8979,5.9031
2022/1/6 2:30,101722.0021,287.8217,8.3856,6.273
2022/1/6 2:45,101720.6782,287.8228,8.9201,6.6699
2022/1/6 3:00,101722.3906,287.8152,9.4308,7.048
2022/1/6 3:15,101728.0736,287.7914,9.8582,7.3689
2022/1/6 3:30,101736.9378,287.7525,10.1864,7.6265
2022/1/6 3:45,101747.7628,287.7015,10.4113,7.823
2022/1/6 4:00,101759.3281,287.6413,10.5293,7.9613
2022/1/6 4:15,101770.9275,287.5741,10.5513,8.0524
2022/1/6 4:30,101783.9107,287.498,10.544,8.1401
2022/1/6 4:45,101800.1417,287.4103,10.5889,8.2767
2022/1/6 5:00,101821.4844,287.3082,10.7679,8.5148
2022/1/6 5:15,101849.0521,287.1906,11.136,8.8877
2022/1/6 5:30,101880.9564,287.0632,11.6372,9.3468
2022/1/6 5:45,101914.5583,286.9335,12.1848,9.8212
2022/1/6 6:00,101947.2188,286.8088,12.6913,10.2389
2022/1/6 6:15,101976.9239,286.6949,13.0871,10.5466
2022/1/6 6:30,102004.1601,286.5915,13.3728,10.7632
2022/1/6 6:45,102030.0389,286.4966,13.5653,10.9252
2022/1/6 7:00,102055.6719,286.4085,13.6792,11.0665
2022/1/6 7:15,102081.9353,286.3254,13.7255,11.2113
2022/1/6 7:30,102108.7645,286.2465,13.7147,11.353
2022/1/6 7:45,102135.86,286.1712,13.6582,11.4786
2022/1/6 8:00,102162.9219,286.099,13.5682,11.5757
2022/1/6 8:15,102189.7373,286.0292,13.4578,11.6342
2022/1/6 8:30,102216.4409,285.9615,13.3394,11.6487
2022/1/6 8:45,102243.2541,285.8957,13.2246,11.6147
2022/1/6 9:00,102270.3984,285.8314,13.1238,11.5267
2022/1/6 9:15,102297.5446,285.7692,13.0477,11.3886
2022/1/6 9:30,102322.1603,285.7124,13.0097,11.2439
2022/1/6 9:45,102341.1627,285.6654,13.0245,11.1467
2022/1/6 10:00,102351.4688,285.6325,13.1074,11.1512
2022/1/6 10:15,102350.9523,285.6157,13.2649,11.2913
2022/1/6 10:30,102341.3135,285.6085,13.468,11.5178
2022/1/6 10:45,102325.2094,285.6019,13.6789,11.7608
2022/1/6 11:00,102305.2969,285.5872,13.8601,11.9504
2022/1/6 11:15,102283.7357,285.5585,13.9833,12.0368
2022/1/6 11:30,102260.6962,285.5222,14.0559,12.0479
2022/1/6 11:45,102235.8516,285.4875,14.0932,12.0306
2022/1/6 12:00,102208.875,285.4636,14.109,12.0305
2022/1/6 12:15,102179.8219,285.4582,14.1125,12.0762
2022/1/6 12:30,102150.2769,285.4719,14.0959,12.1318
2022/1/6 12:45,102122.2067,285.5038,14.0479,12.1457
2022/1/6 13:00,102097.5781,285.5529,13.9578,12.0665
2022/1/6 13:15,102077.9617,285.6168,13.8238,11.8653
2022/1/6 13:30,102063.3427,285.6871,13.6806,11.6019
2022/1/6 13:45,102053.3102,285.754,13.572,11.3583
2022/1/6 14:00,102047.4531,285.8076,13.5422,11.2168
2022/1/6 14:15,102045.2639,285.8401,13.6225,11.2371
2022/1/6 14:30,102045.8483,285.8513,13.7935,11.3882
2022/1/6 14:45,102048.2156,285.8432,14.0229,11.6159
2022/1/6 15:00,102051.375,285.8176,14.279,11.8665
2022/1/6 15:15,102054.5325,285.7778,14.5339,12.0936
2022/1/6 15:30,102057.6812,285.7326,14.7732,12.2813
2022/1/6 15:45,102061.0107,285.6922,14.9846,12.4197
2022/1/6 16:00,102064.7109,285.6667,15.154,12.4984
2022/1/6 16:15,102069.066,285.6626,15.2707,12.5131
2022/1/6 16:30,102074.7376,285.6716,15.3427,12.4878
2022/1/6 16:45,102082.4819,285.6816,15.3826,12.4539
2022/1/6 17:00,102093.0547,285.6806,15.4032,12.4428
2022/1/6 17:15,102107.0344,285.66,15.4148,12.4755
2022/1/6 17:30,102124.2882,285.6249,15.4153,12.5318
2022/1/6 17:45,102144.5053,285.5838,15.4002,12.5814
2022/1/6 18:00,102167.375,285.5454,15.3652,12.5941
2022/1/6 18:15,102192.3305,285.5155,15.3084,12.5499
2022/1/6 18:30,102217.7796,285.4894,15.2381,12.4689
2022/1/6 18:45,102241.8741,285.4594,15.1653,12.3814
2022/1/6 19:00,102262.7656,285.418,15.1004,12.3174
2022/1/6 19:15,102279.2025,285.3606,15.0517,12.2988
2022/1/6 19:30,102292.3191,285.2932,15.0168,12.3137
2022/1/6 19:45,102303.8465,285.2246,14.991,12.3422
2022/1/6 20:00,102315.5156,285.1638,14.97,12.3644
2022/1/6 20:15,102328.5467,285.1169,14.9481,12.3642
2022/1/6 20:30,102342.1169,285.0793,14.9153,12.3397
2022/1/6 20:45,102354.8922,285.0438,14.8589,12.2916
2022/1/6 21:00,102365.5391,285.0029,14.7654,12.2192
2022/1/6 21:15,102372.9542,284.952,14.6286,12.1253
2022/1/6 21:30,102376.9566,284.8966,14.4763,12.0278
2022/1/6 21:45,102377.5959,284.8448,14.3447,11.9491
2022/1/6 22:00,102374.9219,284.8047,14.271,11.9119
2022/1/6 22:15,102369.4424,284.7808,14.2752,11.9277
2022/1/6 22:30,102363.4992,284.7619,14.3095,11.9611
2022/1/6 22:45,102359.8924,284.7335,14.31,11.9662
2022/1/6 23:00,102361.4219,284.6807,14.2159,11.8997
2022/1/6 23:15,102369.8766,284.5946,13.9909,11.7365
2022/1/6 23:30,102383.0006,284.4888,13.6761,11.5069
2022/1/6 23:45,102397.5266,284.3825,13.321,11.2457
2022/1/7 0:00,102410.1875,284.2952,12.9615,10.9758
2022/1/7 0:15,102418.3533,284.2402,12.6217,10.7124
2022/1/7 0:30,102421.9436,284.2079,12.3137,10.4672
2022/1/7 0:45,102421.5153,284.1825,12.0502,10.2544
2022/1/7 1:00,102417.625,284.1485,11.8425,10.087
2022/1/7 1:15,102410.8533,284.0946,11.6958,9.9727
2022/1/7 1:30,102401.8752,284.0264,11.5977,9.9006
2022/1/7 1:45,102391.3891,283.954,11.5306,9.8547
2022/1/7 2:00,102380.0938,283.8874,11.4724,9.814
2022/1/7 2:15,102368.5893,283.8342,11.4011,9.7578
2022/1/7 2:30,102357.0829,283.7933,11.3172,9.6866
2022/1/7 2:45,102345.6835,283.761,11.2288,9.608
2022/1/7 3:00,102334.5,283.7338,11.1446,9.5308
2022/1/7 3:15,102323.7524,283.709,11.0726,9.4632
2022/1/7 3:30,102314.1057,283.6877,11.0142,9.4086
2022/1/7 3:45,102306.3357,283.672,10.9689,9.3685
2022/1/7 4:00,102301.2188,283.6637,10.9365,9.3438
2022/1/7 4:15,102299.403,283.6642,10.9164,9.3347
2022/1/7 4:30,102301.0257,283.672,10.9049,9.3355
2022/1/7 4:45,102306.0965,283.685,10.8965,9.338
2022/1/7 5:00,102314.625,283.7012,10.8847,9.3334
2022/1/7 5:15,102326.4191,283.7183,10.8637,9.3144
2022/1/7 5:30,102340.481,283.7346,10.8327,9.2806
2022/1/7 5:45,102355.6109,283.7478,10.7903,9.2325
2022/1/7 6:00,102370.6094,283.7562,10.7327,9.1688
2022/1/7 6:15,102384.4951,283.7591,10.6563,9.0889
2022/1/7 6:30,102397.1598,283.762,10.5594,8.9956
2022/1/7 6:45,102408.7134,283.7716,10.4404,8.8925
2022/1/7 7:00,102419.2656,283.7949,10.2952,8.7809
2022/1/7 7:15,102428.9233,283.836,10.1237,8.663
2022/1/7 7:30,102437.7801,283.8886,9.9535,8.5555
2022/1/7 7:45,102445.9265,283.9438,9.8203,8.4799
2022/1/7 8:00,102453.4531,283.9926,9.7612,8.4588
2022/1/7 8:15,102460.4863,284.0286,9.8022,8.5083
2022/1/7 8:30,102467.2961,284.055,9.9195,8.613
2022/1/7 8:45,102474.1882,284.0775,10.0758,8.7481
2022/1/7 9:00,102481.4688,284.1017,10.2326,8.8872
2022/1/7 9:15,102489.0429,284.1317,10.3587,9.0081
2022/1/7 9:30,102495.2134,284.1652,10.4546,9.1082
2022/1/7 9:45,102497.8828,284.1984,10.5279,9.1895
2022/1/7 10:00,102494.9531,284.2271,10.5857,9.2535
2022/1/7 10:15,102484.9907,284.2491,10.632,9.3002
2022/1/7 10:30,102469.2173,284.2677,10.6608,9.3252
2022/1/7 10:45,102449.5189,284.2878,10.6644,9.3236
2022/1/7 11:00,102427.7813,284.3144,10.6356,9.2911
2022/1/7 11:15,102405.5132,284.3514,10.5711,9.2261
2022/1/7 11:30,102382.716,284.3987,10.4805,9.1382
2022/1/7 11:45,102359.0139,284.4556,10.3764,9.0389
2022/1/7 12:00,102334.0313,284.5208,10.2702,8.9399
2022/1/7 12:15,102307.736,284.5928,10.1737,8.8519
2022/1/7 12:30,102281.4714,284.6666,10.1018,8.7862
2022/1/7 12:45,102256.9242,284.7367,10.0708,8.7543
2022/1/7 13:00,102235.7813,284.7973,10.0977,8.7685
2022/1/7 13:15,102219.2443,284.8442,10.1936,8.8369
2022/1/7 13:30,102206.5742,284.878,10.3451,8.9505
2022/1/7 13:45,102196.5467,284.9005,10.532,9.0946
2022/1/7 14:00,102187.9375,284.9137,10.7333,9.2532
2022/1/7 14:15,102179.8057,284.9198,10.9317,9.4126
